emp_no,salary
39462,80958
39814,84547
39894,64644
40018,69813
40101,69493
401079,81353
401221,60173
401417,96231
401467,86759
40157,79479
401600,46839
40253,66690
402878,47180
40288,54004
402942,98699
403090,73947
403216,96844
403786,47374
403884,83527
404123,90230
404205,92038
404891,45084
405142,64339
405347,81545
405379,44791
405385,62776
405573,71001
40558,91043
405664,88039
405885,73934
406044,75481
406265,40000
406278,123935
406463,73313
406492,94730
40675,63286
406856,69448
406962,97726
407118,71020
407481,60371
407717,67632
407765,40000
408155,73761
408724,64708
408791,67265
408934,71163
408972,60390
409137,64106
409222,78703
409466,63769
409901,47832
410126,74825
41018,77382
410413,63710
410745,48613
410808,54339
410856,86461
41107,84488
411395,56510
411469,52150
411555,59018
411677,71664
412282,65982
412362,65465
412457,58330
41248,95596
412718,83892
412871,90205
412935,40000
412936,64207
412970,80530
413444,54990
413465,71803
413817,78354
414053,55702
414114,69231
414382,60935
414395,40000
414774,47680
415418,63459
415496,59913
415791,66761
415823,48293
416160,55171
416185,47158
41671,46094
416879,85936
416894,59153
417017,53382
417224,62057
417346,62064
417481,61662
417771,63775
417897,86468
417971,76516
418119,71650
418544,86690
418596,72457
418745,54762
418816,73603
418947,92451
419136,64019
419345,66045
419550,43448
419665,61225
419781,87321
41980,74228
419938,77354
419944,54671
420253,51635
420630,42285
420683,41564
420818,53705
420912,77710
421089,76150
421404,53167
421459,52215
422048,49888
422179,56543
422425,98593
422428,86343
422452,99374
422574,63070
422606,52928
422856,69106
423268,74183
423328,71936
423638,64492
423732,57713
423739,57001
42377,85977
42384,40000
423981,92381
424165,58483
424676,63883
424877,59529
424909,85823
424954,78748
425244,58491
42664,63520
426998,46692
427105,76474
427646,93649
427671,67388
427811,65723
428251,51829
428262,62695
42833,83094
428431,70167
428496,80440
428509,68415
428684,74710
428767,74990
428782,66427
428804,52797
429132,57710
429156,98741
429350,63495
42951,90253
429523,47485
429528,45794
429682,86179
429826,99363
430172,72743
430239,76540
430259,77036
430644,73292
430824,99759
431173,49446
431222,93123
431387,63845
431422,44849
431686,64275
431734,86915
432159,84741
432622,40000
433184,41439
433207,59836
433228,55824
433290,98053
433395,67940
433538,72100
433674,73278
433686,91935
433848,66402
433903,47177
434045,97109
434104,43989
434362,76163
434363,78110
43510,40654
435954,50892
436416,49099
436494,56947
436677,62948
436854,97900
43710,96359
437810,49276
438473,75532
438550,55111
438669,68622
438737,67133
438764,66215
438826,74258
438902,40000
439245,40000
439246,64738
439442,75141
43961,98329
439952,97857
440356,78963
440579,71830
441016,99395
441554,47014
441600,60442
441898,62713
442044,63638
442242,90940
442256,45555
442270,95545
442731,54496
442903,80789
442979,98605
443050,53839
443074,75747
443246,55642
44330,69240
443525,76327
44359,66583
443815,77365
444446,95848
444990,99665
445355,66526
445501,57397
445661,83329
44598,40696
446053,66181
446101,52549
446133,85934
446235,92989
446448,75688
446544,80179
446754,47672
446953,97708
447073,49554
447911,69447
448186,65955
448792,55371
448795,90521
448915,86092
448991,42667
449006,63900
449155,70665
449181,75984
44941,82583
449424,90095
449498,99442
449686,89357
44970,57005
450357,44634
450503,51463
450876,60940
450891,44385
451089,47296
45172,70773
452058,64371
452238,69604
452489,75936
452738,89986
453155,91716
453207,63748
453462,75440
453771,91777
453927,73376
454202,72423
454251,49306
454509,69049
454772,44194
455373,98584
455397,91468
455617,70384
455693,95670
455797,62929
455955,51916
45599,58862
456138,73156
456144,99870
456215,77431
456308,82572
456398,66731
45655,66931
456660,57321
456790,79672
456946,89088
456998,46713
45709,81497
457383,91831
457429,67748
45751,59729
457525,80119
457567,62458
457578,85282
457638,50235
457775,60968
457849,75546
458016,89966
458017,86899
458324,69219
458561,91607
459032,58521
459154,74038
459399,41087
459690,77489
459985,74912
460220,78982
460376,53240
460462,98593
460566,95702
460643,54272
460833,78180
460933,59985
461078,88312
461701,99948
461797,83095
462130,47146
462242,82394
462423,68639
462519,50065
462736,45696
462877,58652
463048,43978
463151,93089
46326,55410
463353,73328
46390,52865
46399,73549
464143,57411
464451,86712
464465,97515
464595,53650
464777,56311
465442,74443
465637,92267
465884,76721
46590,82417
466134,64551
466408,62839
466784,71352
46695,58842
466994,71223
467075,64550
467291,44307
467423,67116
467749,60135
467916,96926
467938,59124
468049,73646
468171,46437
468562,49786
46857,62173
468580,99601
469440,76436
469601,46362
469636,71184
469883,59764
470237,44918
470656,50587
470671,46955
471141,56461
471839,98208
472077,82742
472316,40000
472350,52280
472352,54856
472445,61300
472623,42994
47302,77137
473125,91921
473258,81333
473461,49326
473518,57974
473544,79800
47360,63392
473640,42429
473679,51790
473927,40601
474064,48884
474127,71746
474300,76131
474362,65656
474930,75503
475387,73333
475536,56645
475618,87188
475654,75633
476197,94076
476297,85865
476416,52967
476433,57224
476775,62859
476942,92024
477207,84535
477362,69634
477432,54039
477598,99874
477739,66716
477843,92092
478081,45575
478328,80762
478512,66378
479049,56743
479090,52338
479459,70662
479789,93434
479853,49060
479943,89282
480044,89753
480072,99025
480175,66514
480278,53782
48055,63310
48071,96711
480716,98561
480742,65038
480881,44162
480904,96469
480981,97121
481213,96215
481286,52645
481296,91177
481417,84565
481472,84298
481553,70201
481653,55718
481722,82156
481808,70597
482912,83766
482959,50324
483231,55957
483275,68270
483283,52651
483955,55575
484162,67930
484456,57315
484593,64911
484620,74123
484779,40000
485119,77919
485220,51455
485446,97628
485670,67293
485759,97823
485994,85036
486403,58691
486540,81552
486546,61529
486552,60504
486623,40000
486668,59938
486719,50900
486884,73087
487007,64757
487082,59233
487484,63893
488132,54757
48815,49121
488438,97341
488665,77404
488785,67782
488793,62598
48901,65362
489011,73648
489044,86986
489201,66043
489420,75177
489421,46800
489589,67093
489723,61391
489781,56202
489793,57658
49008,72210
49014,71679
490166,73662
490286,87582
490619,64645
491305,45458
491309,78636
491359,50897
491372,68208
491754,84562
491850,80851
491873,44311
491968,91746
491982,65368
492060,87343
492068,64641
492142,62870
492146,93945
49231,86710
492426,72769
492942,53893
493016,55668
493036,67269
493430,78727
493621,61497
493682,65267
493822,72137
493862,74837
493927,65265
494021,61758
494072,54205
494307,95331
494483,73394
495058,40788
495132,57429
495316,53776
495621,83567
495653,86227
495870,95810
496613,79984
496781,74412
496814,62976
497181,97916
497225,83689
497390,98060
497397,54861
497428,81934
497477,74544
497797,58834
498300,55575
498425,49293
499212,56756
499309,47351
499328,92483
499491,92630
499677,40000
499908,62948
50340,56421
50602,56286
50676,54667
50769,74067
50775,57969
50931,81037
51061,76943
51621,59163
51687,87550
51960,52495
52003,76397
52020,96706
52271,95119
52677,72945
52860,60631
52997,64651
53297,82388
53471,90247
53538,66258
54037,99460
54045,77368
54074,59371
54177,66591
54958,73539
54993,95791
55003,62933
55115,67905
55205,61638
55599,82728
56052,79156
56543,79296
56580,70295
56635,87280
56917,41520
57166,90790
57214,51314
57601,73643
57866,45978
58013,62595
58274,98387
58344,81324
58667,65936
58771,79579
59348,71144
59705,62513
59802,63013
60271,42310
60330,99577
61038,95542
61170,93299
61453,63202
61493,98277
62109,85293
62143,49292
62326,73364
62399,60863
62908,67635
62937,79129
62966,80481
63044,74989
63178,47104
63214,59356
64599,79783
64691,59983
65196,56652
65208,70691
65915,57911
66005,68611
66014,52221
66159,80536
66174,77070
66432,73804
66600,63472
66672,58382
66758,90957
66765,96377
67025,97922
67223,69081
67904,60587
68138,54676
68626,51725
68784,88249
68819,47803
69097,59464
69153,51517
69626,90828
69647,78092
69798,76924
69888,94975
70282,55703
70438,43040
70462,43926
70636,46374
70951,59268
71520,46019
71925,85269
71961,48285
72174,80895
72321,51383
72324,97988
72350,42297
72879,48346
73110,90659
73268,72766
73329,53333
73352,78883
73514,47264
73539,80866
73915,88425
74157,67396
74176,77220
74278,59058
74348,76569
74499,74536
74564,69331
74650,40000
74757,55079
74848,99571
74860,99640
75031,71274
75201,88017
75537,83158
75645,94707
75979,45189
76048,91430
76146,49580
76175,98208
76188,72554
76510,90807
76803,75027
76910,75153
76964,48269
77180,57376
77504,49566
77527,61370
77689,92090
77739,58229
78137,92739
78699,76395
78871,99543
79020,99712
79197,63564
79562,48320
79749,94276
79797,75179
80041,58465
80154,45906
80429,99559
80703,81213
81166,73231
81311,45085
81776,98059
82731,73457
82796,57234
82970,80523
83473,51073
83483,52078
83632,53962
83710,62888
84301,59239
84737,53158
84774,60352
85043,50435
85767,54090
86405,68627
86739,70376
87031,87062
87244,71256
87272,64040
87601,46243
87621,74630
87827,82615
88435,68187
88498,85069
88526,96611
88905,76279
89000,63559
89018,45882
89023,51180
89166,71756
89622,58795
89656,98244
89749,54644
90380,54054
90513,71604
90537,96727
90558,85756
90584,56863
91012,59493
91250,74825
91599,96631
92030,94512
92180,87640
92279,63260
92453,97345
92702,74660
92834,84399
93108,51079
93126,83099
93176,82785
93816,65932
94286,99045
94327,46736
94403,49386
94668,62106
95025,68166
95055,54033
95359,71517
95400,98974
95434,66303
95864,63562
95870,49671
96151,69584
96274,53155
96631,58198
96802,77182
96823,73799
96909,88689
96926,70184
97499,79732
97838,125820
97852,79575
97906,69059
98087,127347
98149,62534
98205,49448
98272,56486
98389,85756
98736,84735
98836,46175
98844,57600
98888,65686
99300,87488
99358,63502
99428,59062
99444,69920
99554,92859
99746,63690
99789,65923
99942,68491
99979,87088
100168,64070
100338,58549
100434,51864
100504,60258
10055,90843
100569,73353
100782,73219
100816,63822
101461,49699
101863,64658
101901,84036
102016,58457
10210,42890
102289,84463
102647,46278
102671,81221
102905,98289
10358,90950
103687,71772
103941,44951
104341,58879
104545,63769
104704,44253
105063,69942
105161,56297
105466,74317
105702,57419
105988,61322
106341,92211
106892,79016
10729,70846
107571,43003
107702,41758
107754,73673
107896,41896
108227,76241
108746,99130
108782,81719
108825,97453
108826,80629
108908,66713
109040,53457
109164,56271
109298,73002
109588,51672
109595,72029
10996,65811
109993,80684
11422,65173
11631,60758
12154,81100
12219,67747
12564,82151
12697,65830
12819,75474
12823,83476
13069,59300
13125,88053
13200,68980
13277,61820
13449,96225
13727,53102
13817,78422
14243,45881
14560,98208
14572,52769
14578,49894
14607,83430
14650,68684
14740,82635
14782,71944
14852,76752
15400,48400
15724,47495
16162,64989
16429,82637
17310,50231
17795,57208
17995,68447
18476,48668
18593,60023
18602,87321
18621,47092
18813,63891
18815,97757
18864,52960
18907,77846
19042,54330
19257,52859
19357,47785
19562,54133
19629,94537
19655,68616
19723,65775
19763,52987
200228,71563
200339,69179
200617,62122
200653,89917
200728,56588
200776,84673
200898,76799
20107,66307
201357,49372
201373,48591
201589,62234
201631,98924
201806,83597
201895,57701
202468,94349
202519,74087
202657,59994
202836,69696
20318,49627
203186,70676
203378,91081
203461,85286
203845,63364
203861,51959
204517,75058
204677,65007
204872,49772
205035,57177
205238,75264
205347,55125
205713,61332
205740,99735
205942,47815
206033,78032
206321,72926
206407,89799
20642,72167
206509,92609
20684,55737
207134,86563
207139,73006
207198,96120
207316,70958
207331,46487
207467,61382
207489,73005
207522,74378
207540,62768
207579,99593
207622,90516
207890,55537
208149,47829
208197,61947
208291,91523
208392,67683
208566,52636
208800,67487
208959,78421
209378,98216
209387,62399
209724,96883
209752,99654
20980,68116
20988,75663
209972,58040
210033,71241
210114,98376
210267,40000
210353,52179
210610,71594
210630,57119
210739,90845
210982,79742
211049,77232
211077,66374
211191,64426
211468,87700
211815,53397
211894,75925
211964,97294
212039,70234
212242,45716
212435,75051
212651,99229
212776,61369
212816,57781
212893,63991
212980,81783
213062,69790
213177,57855
213352,53864
213463,73639
213505,49034
213532,83230
21378,80779
213874,59244
213879,65782
213967,62199
21420,82377
214294,77488
21434,55917
21459,90842
214989,55723
214990,50794
215102,79429
215394,54976
216138,56882
216313,43185
216471,72576
21653,80595
216880,78335
216981,99892
216989,79055
21713,62381
217353,78155
217502,60343
217537,54760
217725,62210
217760,70825
217931,98024
218052,65626
218086,56992
218240,55898
218304,97214
218407,65636
218443,62244
218953,54225
219407,66276
219412,82845
219676,52804
219685,78767
219901,46582
220100,71041
220297,49665
220326,50941
220353,63831
220410,40000
220784,68035
220887,51556
221195,71561
221598,76116
221726,56303
221786,60426
221821,99070
22192,61697
222052,61352
22228,67376
222745,54686
222854,40000
222885,93053
223459,81675
223496,74122
223516,66836
223682,51812
223694,71028
223713,47841
223724,51578
223978,87606
224245,78314
224717,74450
224765,51259
22490,68626
224917,70400
225055,45954
225209,45645
225275,62930
225354,67584
225811,67757
225846,53535
225974,76258
226077,54652
226296,70219
226666,53227
226722,67946
227049,51534
227229,47908
227439,40000
227486,62479
227843,41560
227859,80849
227909,87290
228049,86165
228150,70117
228497,44461
228577,63702
228825,68654
228848,94002
229360,46633
229563,72739
229785,81349
229849,53845
229885,73627
230061,66200
230098,73814
230276,62495
230360,63028
230580,44356
23072,49180
231167,71646
231278,73945
231601,63985
231624,84096
231819,52859
232274,55825
232391,54672
232433,46244
232641,49810
232737,47915
232767,61052
232856,87654
232925,73195
233036,69120
233489,44420
234164,58888
234266,69409
234316,60357
234433,70876
234673,59468
23475,74351
235084,46295
235165,83160
235310,59936
235400,57407
235401,62181
235524,98471
235899,55569
235904,96649
236166,43394
236504,53912
236569,80424
23676,97850
23686,53773
23729,59808
237513,84691
237675,63566
23844,76466
238541,74122
238569,44463
238693,63577
239595,55385
240257,81381
240432,67668
240595,76413
240731,59595
240930,46036
240995,74156
241159,58628
241510,84852
24157,70386
241637,69483
241852,47962
242357,96059
24238,60126
242777,66749
243087,96865
243169,70818
243199,74083
243502,53648
243608,70719
243868,58832
243954,42769
244079,94502
244172,62805
244513,59566
244649,52251
244678,59170
245003,95706
245039,62420
245350,78209
245568,70504
245799,57685
245839,78805
245908,44053
246092,48791
246250,72247
246855,45557
246956,62517
247404,68577
247501,48391
248502,80308
248507,92338
248630,99507
248652,54501
248729,83787
248767,48962
24878,53312
248899,82083
249036,78025
24918,65953
249292,82617
249542,79762
249631,99750
249952,49240
250011,87258
250318,64837
250451,45893
250480,71291
251132,59069
251325,55767
251379,87982
251419,70892
251459,99042
251509,73393
251721,52377
252019,97166
252057,89820
252201,92603
252411,99476
252530,84401
252714,75365
252865,96758
253009,99972
253051,99945
253452,56335
253654,59557
253686,55153
254122,62786
254328,73717
254422,69460
254430,84078
254466,156286
254606,57430
25461,76196
25481,59682
254813,72692
254893,75732
254980,69811
255002,56878
255042,64438
255229,98633
255594,65656
25568,90178
255704,71593
255807,67733
256038,64320
256175,68660
256237,62618
256290,98652
256402,64079
256927,47861
257146,54646
257163,51488
257391,85275
257529,98953
257549,62175
257922,64926
258174,66394
258331,82198
258555,61787
258633,40463
258801,61174
259064,46983
259222,40000
259402,72782
259564,40000
259666,69504
260382,69744
260396,76727
260667,86977
260702,43731
260725,60592
260891,46234
261195,65818
26152,87020
261612,97150
26171,64093
261723,47664
262290,63033
262482,48937
263295,41572
263376,53531
263379,77694
263593,56761
263614,47011
263660,60381
263741,93219
263802,97133
263886,99708
264048,71337
264186,70460
264352,78503
264679,51568
264754,88363
264823,92752
265102,50490
265111,45957
265353,59813
265441,48123
265485,95403
265623,46422
265639,69164
265800,99884
26590,46051
265906,49632
265970,57356
266315,88826
266454,84960
266512,61663
266667,55312
266924,99369
26701,66409
267083,46575
267110,49515
267412,45022
26751,62964
267815,53975
267835,81506
267860,71206
268175,63300
268249,52484
26862,44422
268685,99220
268834,59001
268922,91053
269039,51909
269117,61074
269300,95940
269398,73697
269737,83543
269792,76767
269811,99755
269825,80026
269858,90177
270017,79137
270285,61064
270381,65234
27087,51894
270897,97728
271076,78424
271368,76669
271422,58968
271563,74824
271578,84591
271704,60429
271706,46213
271888,61898
272112,62378
272393,78803
272483,56190
272594,74121
272748,81249
272811,57405
272854,62826
272893,73895
272955,70907
273126,67998
273323,62609
273444,76979
27350,62688
273936,65647
274009,81433
274106,74118
274107,74991
274153,46330
274385,67762
274408,72850
274518,63183
274889,46543
274970,48739
275074,53294
275207,97950
275338,96618
27553,95447
276164,76879
276302,58463
276439,87562
276926,44876
277320,99908
277517,82421
278506,65709
278527,86649
278691,76261
278847,76198
279140,82151
279364,62856
279562,62686
279572,75913
279788,57700
279836,55009
279846,83496
280063,74804
280161,64446
280553,97597
280816,64845
28114,45063
281182,46879
281287,52837
281351,67628
281505,94570
281511,49268
281761,62174
281887,81269
281898,77360
281986,63538
282859,40000
282868,99684
283019,77705
283334,77299
283395,98080
283593,59051
283709,76423
283956,62235
28396,59554
284014,73165
284368,72471
28438,49440
28439,88516
284862,99319
284973,47447
284986,54300
285112,78075
285624,67960
285847,42160
285877,71424
286895,84374
287199,71943
287314,68438
287469,57516
287487,73042
287580,41583
287993,66022
288049,76241
288153,64876
28817,70063
288220,75264
28841,72611
288727,54919
288783,77198
288876,53863
289071,52658
289142,65150
289188,74418
28957,87384
28967,66380
289710,64319
290433,97487
290794,86211
29101,70402
29136,95093
291365,87918
291506,51708
291688,67390
29208,78107
292173,99344
292297,57802
29261,53157
292802,57506
293092,71145
293511,48996
293679,68326
293726,81711
294763,61174
294919,89921
29495,89241
295119,80659
295145,56357
29521,85370
295464,98872
29594,62052
295971,46485
296048,61186
296086,65902
296358,98909
296605,94029
297037,53249
297140,73049
297761,98652
297801,76224
298017,49974
298418,47495
298582,74137
298646,67270
299155,62633
299280,68088
299465,54249
299524,76193
299791,71398
299820,61944
30016,49126
30232,45202
30443,48694
30505,44088
30616,63736
30713,99489
30729,60861
30786,99285
30835,40000
30922,61363
31364,96836
31605,79844
31621,78786
31690,71656
31769,40000
32196,42040
32243,81714
32866,86489
33353,81212
33393,47117
33423,93763
33884,47991
34225,64301
34233,64115
34653,55008
34720,52930
34794,59887
34928,66507
35052,60343
35113,60961
35332,71325
35439,62794
35806,72408
35908,46422
36120,57754
36196,45888
36265,88250
36304,50079
36463,74694
36745,57097
37233,72736
37668,53295
37706,57450
37846,68730
37888,59546
38030,87584
38033,78206
38037,69833
38042,63330
38149,48955
38490,72942
38706,68164
38853,86807
38997,66967
39484,93269
39496,79009
39598,59555
400057,91711
400400,82077
400403,76484
400538,60734
400567,69807
40059,72448
400661,40000
400704,76965
401721,56790
401756,76704
401796,82772
401889,67217
401931,86096
402065,68115
402156,78326
402469,64871
402496,43245
402536,49717
402580,92640
402785,61359
403052,65605
403064,65757
403097,57775
403433,76741
403484,52807
403502,40000
40362,66362
404153,44464
404183,72752
404231,97982
404269,54050
404301,52636
404500,55344
404975,72457
405041,62393
405240,44906
405372,65702
405407,40000
405484,50300
405689,65826
405821,61750
405953,69803
406303,67798
406338,78991
406551,74662
407076,92487
407085,88106
407203,54659
407888,52037
408330,62222
408591,70953
408738,65402
408992,98093
409106,74066
409226,98091
409234,81237
409361,59371
409510,65520
409791,56897
409825,54133
409883,76374
409921,62487
41014,96469
41045,96059
41056,83694
410758,76662
410976,60065
411127,60433
411199,48622
411542,81878
411732,84028
411912,56015
411931,82956
411972,60771
412169,69047
412696,66009
413104,66067
413344,66136
413423,83657
413452,63435
413597,44212
413942,84846
413951,80140
414164,51657
414256,88985
414381,70742
414450,98956
414523,98164
414630,75272
414936,74315
415031,99545
415134,59642
415254,62986
415489,65242
415543,96118
416137,54362
416175,42739
416713,40000
416971,76755
417797,86531
418009,65267
418054,62368
418137,40000
418428,55496
418475,82896
418705,42303
418863,65665
418892,67789
419110,43007
419501,99702
420299,50737
420336,70111
420565,42202
420653,71666
420685,89972
420936,47199
421151,84896
42143,73249
421575,91393
42168,75235
421683,96316
421698,97482
422002,55834
422098,85444
422307,50345
422324,44687
422493,68793
422829,59762
422961,76686
423190,58241
423395,62607
423560,85204
423713,99924
423716,49643
42373,65348
423986,66248
42415,59371
424523,60639
424645,82682
42528,67320
425359,99617
425554,48584
425787,46150
425796,81304
425832,56817
426244,94940
426572,52863
426746,63030
42718,99908
427193,91978
427324,58065
427581,58015
427748,62891
427753,62663
42816,49925
428614,62768
428631,56886
42866,54866
429341,63240
430479,74312
430630,83249
430756,99406
43099,59672
431031,81331
43111,50324
431114,60582
431312,66536
43132,48765
431504,69492
43158,69027
431989,97855
432057,72639
432077,53110
432353,61498
432468,66420
432476,66482
432794,43957
432889,41690
43299,70385
433052,90013
433241,68434
433573,69476
433828,83691
434182,52937
434233,93441
434341,94691
434450,60226
434505,45855
43477,89729
43495,42666
435214,75432
435260,62013
435886,58503
435957,70813
436096,58543
436420,91059
436852,71421
436904,99974
437096,54646
437165,76468
437207,82649
437281,50878
437498,72167
437529,85159
437651,90515
437770,81967
438179,57000
438835,76367
439406,54459
43943,68899
439525,61830
439532,85217
439551,40000
439625,91707
440006,65091
440047,69119
440108,70674
440501,68764
440745,47053
440811,50653
441514,88844
44162,88963
441791,93944
441998,68980
442145,94421
442241,63596
442276,59924
442430,75222
44263,61413
442633,74286
442768,41937
44296,79110
443156,66232
443590,54531
44401,55109
444035,98569
444646,75184
444724,98878
444817,55087
44489,74585
445059,95845
44508,75562
445190,61896
445353,76552
445354,105333
445589,96360
44582,64927
445820,78619
445837,62487
446497,97552
446579,86505
446732,79807
447007,75682
447053,56898
447082,61762
447226,63641
447549,65136
447715,61748
447805,55561
447948,73339
448076,63986
448352,75839
448797,76724
448816,81085
448879,95471
448908,86614
448966,62313
449047,55091
449099,69735
449120,63501
449436,61579
449573,98774
449579,60921
45008,87881
450150,77399
45033,48534
450536,77613
450582,59732
450863,81591
451169,54635
45118,67808
451373,85949
451436,61071
452704,82380
452944,51880
453071,70988
453195,68065
453235,82489
453409,71839
453476,57203
453865,50823
45412,48027
454252,70290
454458,69757
454502,68836
454556,49285
454584,59290
454663,66326
454832,49637
455142,86979
455229,70134
455987,69190
456005,74713
45601,55573
456055,56303
456064,70969
456545,80995
456571,65463
457047,70438
457187,77987
457327,86698
457600,96936
457904,99548
458089,62201
458159,48793
458550,76705
458710,70292
458713,48722
458720,56919
458875,74890
459264,68404
459314,40680
459496,40000
459844,98525
460029,44049
460212,98477
460329,65224
460581,107178
460599,85659
460622,52495
460742,62312
460781,92655
460892,91692
460920,95530
461037,84235
461122,66420
461144,70203
461460,80017
461547,54952
461720,64735
461841,40000
461964,61518
46206,47048
462303,43282
462345,52123
462457,70382
462466,58061
462814,81176
462852,75498
463260,71955
463448,77195
463724,56721
464233,60901
464254,60609
464368,98715
464705,55172
464733,88007
464749,63745
464960,60285
46498,91420
46524,49987
465929,56186
466178,99303
466322,51595
466500,45344
466533,78480
46660,133577
466953,82294
46700,79744
46703,80891
467907,45470
468078,99523
468356,60295
469099,90463
469204,82315
469487,76655
469589,96711
469610,45686
469703,59433
469722,59162
470067,84337
470204,61215
470293,91102
47034,78027
470370,65475
470371,51262
470525,86373
470543,61837
470577,64602
470842,43110
470888,98760
47120,89453
471293,45723
471614,55551
471812,45900
471894,58614
472100,54565
472230,56937
472388,93182
47255,65120
472757,89694
473823,49786
473892,49391
474141,96161
474186,52026
474203,94366
474482,97206
474573,53044
475027,92657
475605,48141
475767,53217
475846,52263
475957,62992
475978,74075
476021,64353
47616,51840
47633,42677
476715,54316
476727,82083
476758,88608
476802,98740
477063,55405
477334,85364
477615,62644
477678,99082
477766,48092
478120,94754
478138,72778
478142,72388
478154,75842
478483,79028
47851,42067
478659,70189
478808,57680
478853,54144
478937,53690
478999,71354
479024,65508
479191,81247
479301,71217
47938,56641
479461,47005
479466,94485
479545,99527
479753,90105
480198,44815
480231,54068
480761,58992
48096,66644
481089,92178
481196,99718
481234,47193
481471,77553
481606,75977
481789,72230
482053,53056
482149,52478
482771,86266
482878,92586
482886,76388
482990,41544
483062,80152
483394,50399
483450,43986
483573,85920
483583,57265
483603,53239
483790,79017
483853,67404
484013,97377
484110,80834
48414,63983
48417,50440
484391,54822
48446,69230
484964,44790
485112,72696
485173,72870
485346,64970
485434,73175
485727,43248
485879,87597
485936,40000
48613,45172
486179,89672
486621,54775
48705,54662
487398,90270
487745,88499
487756,60625
487760,62064
487994,75516
488051,79272
488423,75822
488444,45160
488722,53061
488930,44898
48933,56962
489336,96386
489405,92633
489456,87197
489596,59582
489887,55277
490126,52605
490335,84711
491043,66060
491608,52835
491699,76982
491706,51166
491804,55584
492097,59405
492219,58680
492563,55582
492633,143148
492687,87761
492794,40000
492852,53108
492892,99572
492968,63543
49327,99696
493523,51963
493572,61707
49383,72027
493836,68091
493907,69736
49406,61075
494294,64667
494396,69283
494504,81615
494727,60210
494847,97779
495800,88712
495926,88919
495934,56318
496465,59257
496550,54367
496722,72266
49692,78152
497377,60747
497412,81752
497490,86523
497662,47369
498085,80800
498094,88455
498241,90419
498481,59059
498617,76329
498824,82712
499150,97600
499256,64267
49949,67741
499853,70919
50135,86060
50237,48281
50262,70555
50455,61388
50746,66560
50840,52619
51076,58981
51185,72569
51673,70405
52474,52547
52610,76993
53213,50586
53592,58857
53750,63025
53838,43923
54358,99459
54422,74997
54506,104107
54508,97858
54524,49185
54604,73517
54645,58616
54648,82249
55210,84282
55686,60489
55791,53023
55861,44416
55876,50806
56326,68484
56408,73074
56442,72175
56601,68254
56694,72610
57007,90300
57095,53665
57172,47008
57238,68081
57246,65815
57381,43443
57428,53063
58160,99798
58697,45892
58781,42087
58809,64714
58914,55115
59215,54573
59306,49768
59585,45771
59643,84166
59806,60569
59853,58284
60130,62481
60211,73192
60339,67412
60358,73381
60423,69542
60768,65217
60918,55556
61087,41958
61095,55924
61182,76725
61230,65128
61293,47764
61455,89492
61807,48548
62363,76480
62406,70302
62801,92794
62842,81610
63023,64342
63203,77602
63674,42879
63847,62366
63932,47119
64240,67379
64363,58613
64598,73054
64618,40000
64673,48190
64707,71638
64873,68748
65001,78705
65164,55516
65689,56954
65888,90946
66274,71113
66308,99318
66706,51261
66798,76513
66853,96469
66993,72739
67667,67490
67974,75269
68011,50018
68082,52142
68204,74442
68207,82397
68422,86225
68791,70393
69080,78786
69445,86044
70084,76123
70101,97324
70310,61899
70509,54226
70623,72631
70853,54401
70987,93233
71030,87081
71276,60506
71320,77978
71551,75392
71585,55903
71692,47241
72002,69403
72027,92402
72232,94112
72271,99561
72305,63857
72448,59883
72633,67074
72705,52914
72842,60879
72881,89319
73194,88916
73504,61032
73611,67595
73613,99912
73747,79593
73774,76365
74210,60008
74321,68867
74711,98235
75281,67608
76111,70004
76357,44192
76371,53892
76419,70129
76815,53611
77046,46058
77101,82282
77221,74659
77271,69585
77613,45038
78068,54143
78148,68343
78371,90184
78996,46438
79175,51470
79215,83311
79547,97800
79791,59379
80252,93684
80452,64191
80934,83839
81061,96381
81569,42706
81859,71042
82595,66506
82864,64272
82895,65616
82903,75255
83059,71522
83358,63686
83537,77891
83854,44946
83962,69140
84089,79646
84111,53819
84335,75450
84718,74395
84837,58837
85235,62223
85532,60871
85892,59919
86581,92173
86675,50937
86973,53128
87002,60661
87150,68586
87367,78159
87443,47567
87555,75723
87788,82474
87814,65140
87984,44367
88040,94978
88204,96421
88714,56981
88966,98951
89079,51968
89311,71177
90595,70943
90676,72034
90830,67853
91022,48191
91094,72469
91161,68103
91676,68571
91746,78979
92078,61236
92094,42414
92158,98504
92198,58929
92318,98676
92503,67466
92638,70710
92677,125729
92851,57921
92878,98355
92999,45902
93167,72570
93314,67859
93416,99244
93568,71342
94078,97590
94103,53292
94956,51825
95213,72955
95292,68864
95528,63239
95529,62388
95579,54183
95687,94918
95934,66424
96216,48827
96260,74044
96421,91692
96451,50736
96675,62391
96748,77011
96959,58644
97093,81550
97205,86856
97248,52794
97308,55050
97326,42438
97491,91574
98037,77252
98114,73317
98123,126476
98192,96850
98409,98779
98426,73366
98596,42746
98693,69240
98729,51219
98755,99540
99312,69909
99377,71353
99530,97816
99742,79382
99862,65962
99908,53713
100073,80473
100333,65971
100456,70560
100585,59527
100807,78807
100888,42901
100983,86919
101719,82266
101992,89541
102284,89101
10253,81699
10259,98799
103039,96230
103057,53731
103138,51464
103168,64516
103644,91256
103734,72887
